,taxon,collection_no,early_age,late_age,early_interval,late_interval,uncertainty.interval,notes,
579,Canis_lupus,43629,0.129,0.0117,Late Pleistocene,NA,0.1173,,
580,Canis_lupus,43630,0.129,0.0117,Late Pleistocene,NA,0.1173,,
581,Canis_lupus,43631,0.129,0.0117,Late Pleistocene,NA,0.1173,,
582,Canis_lupus,43632,0.129,0.0117,Late Pleistocene,NA,0.1173,,
583,Canis_lupus,43689,0.129,0.0117,Late Pleistocene,NA,0.1173,,
584,Canis_lupus,48587,0.129,0.0117,Late Pleistocene,NA,0.1173,,
585,Canis_lupus,74292,0.129,0.0117,Late Pleistocene,NA,0.1173,,
586,Canis_lupus,79548,0.129,0.0117,Late Pleistocene,NA,0.1173,,
587,Canis_lupus,82258,0.129,0.0117,Late Pleistocene,NA,0.1173,,
588,Canis_lupus,82530,0.129,0.0117,Late Pleistocene,NA,0.1173,,
589,Canis_lupus,90036,0.129,0.0117,Late Pleistocene,NA,0.1173,,
590,Canis_lupus,93141,0.129,0.0117,Late Pleistocene,NA,0.1173,,
591,Canis_lupus,93181,0.129,0.0117,Late Pleistocene,NA,0.1173,,
592,Canis_lupus,93182,0.129,0.0117,Late Pleistocene,NA,0.1173,,
593,Canis_lupus,93251,0.129,0.0117,Late Pleistocene,NA,0.1173,,
594,Canis_lupus,93277,0.129,0.0117,Late Pleistocene,NA,0.1173,,
595,Canis_lupus,93281,0.129,0.0117,Late Pleistocene,NA,0.1173,,
596,Canis_lupus,93329,0.129,0.0117,Late Pleistocene,NA,0.1173,,
597,Canis_lupus,93333,0.129,0.0117,Late Pleistocene,NA,0.1173,,
598,Canis_lupus,93828,0.129,0.0117,Late Pleistocene,NA,0.1173,,
599,Canis_lupus,101898,0.129,0.0117,Late Pleistocene,NA,0.1173,,
600,Canis_lupus,101899,0.129,0.0117,Late Pleistocene,NA,0.1173,,
601,Canis_lupus,154921,0.129,0.0117,Late Pleistocene,NA,0.1173,,
602,Canis_lupus,155393,0.129,0.0117,Late Pleistocene,NA,0.1173,,
603,Canis_lupus,184245,0.129,0.0117,Late Pleistocene,NA,0.1173,,
604,Canis_lupus,195045,0.129,0.0117,Late Pleistocene,NA,0.1173,,
605,Canis_lupus,197461,0.129,0.0117,Late Pleistocene,NA,0.1173,,
606,Canis_lupus,197768,0.129,0.0117,Late Pleistocene,NA,0.1173,,
607,Canis_lupus,197938,0.129,0.0117,Late Pleistocene,NA,0.1173,,
608,Canis_lupus,200622,0.129,0.0117,Late Pleistocene,NA,0.1173,,
609,Canis_lupus,203847,0.129,0.0117,Late Pleistocene,NA,0.1173,,
610,Canis_lupus,205285,0.129,0.0117,Late Pleistocene,NA,0.1173,,
611,Canis_lupus,208563,0.129,0.0117,Late Pleistocene,NA,0.1173,,
612,Canis_lupus,208564,0.129,0.0117,Late Pleistocene,NA,0.1173,,
613,Canis_lupus,208565,0.129,0.0117,Late Pleistocene,NA,0.1173,,
614,Canis_lupus,216271,0.129,0.0117,Late Pleistocene,NA,0.1173,,
615,Canis_lupus,221415,0.129,0.0117,Late Pleistocene,NA,0.1173,,
616,Canis_lupus,227461,0.129,0.0117,Late Pleistocene,NA,0.1173,,
617,Canis_lupus,230380,0.129,0.0117,Late Pleistocene,NA,0.1173,,
618,Canis_lupus,230983,0.129,0.0117,Late Pleistocene,NA,0.1173,,
619,Canis_lupus,55533,0.0117,0,Holocene,NA,0.0117,,
620,Canis_lupus,59150,0.0117,0,Holocene,NA,0.0117,,
621,Canis_lupus,122450,0.0117,0,Holocene,NA,0.0117,,
622,Canis_lupus,162014,0.0117,0,Holocene,NA,0.0117,,
623,Canis_lupus,175940,0.0117,0,Holocene,NA,0.0117,,
624,Canis_lupus,183130,0.0117,0,Holocene,NA,0.0117,,
625,Canis_lupus,195062,0.0117,0,Holocene,NA,0.0117,,
626,Canis_lupus,208787,0.0117,0,Holocene,NA,0.0117,,
627,Canis_lupus,215546,0.0117,0,Holocene,NA,0.0117,,
628,Canis_lupus,220460,0.0117,0,Holocene,NA,0.0117,,
629,Canis_lupus,221863,0.0117,0,Holocene,NA,0.0117,,
630,Canis_lupus,228928,0.0117,0,Holocene,NA,0.0117,,
631,Canis_lupus,229538,0.0117,0,Holocene,NA,0.0117,,
632,Canis_mosbachensis,197939,1.6,1.2,Early Pleistocene,NA,1.806,,
633,Canis_mosbachensis,197075,1.2,0.9,Early Pleistocene,NA,1.806,,
634,Canis_mosbachensis,40988,1,0.6,Early Pleistocene,NA,1.806,,
635,Canis_mosbachensis,34010,0.774,0.129,Middle Pleistocene,NA,0.645,,
636,Canis_mosbachensis,34925,0.774,0.129,Middle Pleistocene,NA,0.645,,
637,Canis_mosbachensis,35467,0.774,0.129,Middle Pleistocene,NA,0.645,,
638,Canis_mosbachensis,43016,0.774,0.129,Middle Pleistocene,NA,0.645,,
639,Canis_mosbachensis,197163,0.774,0.129,Middle Pleistocene,NA,0.645,edited to middle pleistocene onlyt,
640,Canis_mosbachensis,230980,0.774,0.129,Middle Pleistocene,NA,0.645,,
641,Canis_palmidens,231023,3.6,2.58,Late Pliocene,,1.02,restricted to Late Pliocene,
642,Canis_simensis,234512,1.633,1.3773,Calabrian,NA,0.2557,modified based on very precise Ar/Ar dating of ash layers above and below the fossil,
643,Canis_thooides,19656,3,1.8,Late Blancan,NA,2.3,restricted to Late Blancan based on Tedford; Tedford divides the Blancan at 3.7,
644,Canis_variabilis,231076,0.774,0.129,Middle Pleistocene,NA,0.645,,
645,Carpocyon_compressus,19088,16.3,14.8,Early Barstovian,NA,3.8,Wang restricts to Early Barstovian (Nevada collection on Wang 1999),
646,Carpocyon_compressus,18123,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
647,Carpocyon_compressus,18124,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
648,Carpocyon_compressus,18132,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
649,Carpocyon_compressus,18173,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
650,Carpocyon_compressus,18192,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
651,Carpocyon_compressus,18203,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
652,Carpocyon_compressus,18205,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
653,Carpocyon_compressus,18209,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
654,Carpocyon_compressus,18284,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
655,Carpocyon_compressus,18285,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
656,Carpocyon_compressus,18286,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
657,Carpocyon_compressus,18373,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
658,Carpocyon_compressus,18442,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian,
659,Carpocyon_limosus,18034,9.4,7.5,Early Hemphillian,NA,2.15,Paper says Early Hemphillian,
660,Carpocyon_limosus,18573,7.5,4.7,Late Hemphillian,NA,2.55,Wang defines Late Hemphillian after 7.25,
661,Carpocyon_limosus,35430,7.5,4.7,Late Hemphillian,NA,2.55,Wang defines Late Hemphillian after 7.26,
662,Carpocyon_robustus,18053,12.5,10,Clarendonian,NA,2.5,Wang says Early Clarendonian,
663,Carpocyon_robustus,18048,12.5,9.4,Clarendonian,NA,3.1,,
664,Carpocyon_robustus,18200,12.5,9.4,Clarendonian,NA,3.1,,
665,Carpocyon_robustus,18227,12.5,9.4,Clarendonian,NA,3.1,,
666,Carpocyon_robustus,18268,12.5,9.4,Clarendonian,NA,3.1,,
667,Carpocyon_robustus,18321,12.5,9.4,Clarendonian,NA,3.1,,
668,Carpocyon_robustus,18355,12.5,9.4,Clarendonian,NA,3.1,,
669,Carpocyon_robustus,18447,12.5,9.4,Clarendonian,NA,3.1,,
670,Carpocyon_robustus,18458,12.5,9.4,Clarendonian,NA,3.1,,
671,Carpocyon_robustus,19436,12.5,9.4,Clarendonian,NA,3.1,,
672,Carpocyon_robustus,19517,12.5,9.4,Clarendonian,NA,3.1,,
673,Carpocyon_robustus,18986,10,9.4,Clarendonian,NA,0.6,Wang says Late Clarendonian,
674,Carpocyon_webbi,19287,14.8,12.5,Late Barstovian,NA,2.3,Wang says Late Barstovian,
675,Carpocyon_webbi,19535,14.8,12.5,Late Barstovian,NA,2.3,Wang says Late Barstovian,
676,Carpocyon_webbi,18079,12.5,9.4,Clarendonian,NA,3.1,,
677,Carpocyon_webbi,18148,12.5,9.4,Clarendonian,NA,3.1,,
678,Carpocyon_webbi,18217,12.5,9.4,Clarendonian,NA,3.1,,
679,Carpocyon_webbi,18242,12.5,9.4,Clarendonian,NA,3.1,,
680,Carpocyon_webbi,18260,12.5,9.4,Clarendonian,NA,3.1,,
681,Carpocyon_webbi,18419,12.5,9.4,Clarendonian,NA,3.1,,
682,Carpocyon_webbi,18466,12.5,9.4,Clarendonian,NA,3.1,,
683,Carpocyon_webbi,19186,12.5,9.4,Clarendonian,NA,3.1,Wang clarifies Clarendonian for this occurence,
684,Carpocyon_webbi,188779,12.5,9.4,Clarendonian,NA,3.1,,
685,Cerdocyon_texanus,19602,7.5,4.7,Late Hemphillian,NA,0.63,restricted to Late Hemphillian based on pbdb,
686,Cerdocyon_texanus,20035,7.5,4.7,Late Hemphillian,NA,0.63,updated to Late Hemphillian from Blancan based on Tedford (original paper from 1955),
687,Cerdocyon_thous,212685,0.4,0.0117,Lujanian,NA,0.2883,,
688,Cerdocyon_thous,21686,0.0117,0,Holocene,NA,0.0117,,
689,Chrysocyon_brachyurus,231064,0.4,0.0117,Lujanian,NA,0.3883,PBDB lists 0.4-0.0117 for Lujanian,
690,Chrysocyon_brachyurus,231065,0.0117,0,Holocene,NA,0.0117,,
691,Chrysocyon_brachyurus,231066,0.0117,0,Holocene,NA,0.0117,,
692,Chrysocyon_brachyurus,231067,0.0117,0,Holocene,NA,0.0117,,
693,Chrysocyon_nearcticus,NA,4.7,4.1,Early Blancan,,0.6,"Listed on Tedford, not on PBDB",
694,Chrysocyon_nearcticus,19654,4.7,3,Early Blancan,Middle Blancan,2.32,restricted to Early/Medial Blancan by Tedford,
695,Chrysocyon_nearcticus,19743,4.7,3,Early Blancan,Middle Blancan,2.32,restricted to Early/Medial Blancan by Tedford,
696,Cormocyon_copei,17474,29.5,24.7,Geringian,NA,4.8,,
697,Cormocyon_copei,17537,29.5,24.7,Geringian,NA,4.8,,
698,Cormocyon_copei,93078,29.5,24.7,Geringian,NA,4.8,,
699,Cormocyon_copei,17603,27.82,23.03,Chattian,NA,4.79,,
700,Cormocyon_copei,17764,27.82,23.03,Chattian,NA,4.79,,
701,Cormocyon_copei,93079,27.82,23.03,Chattian,NA,4.79,,
702,Cormocyon_copei,119837,24.7,23.1,Monroecreekian,NA,1.6,,
703,Cormocyon_copei,119838,24.7,23.1,Monroecreekian,NA,1.6,,
704,Cormocyon_copei,18902,23.1,18.5,Late Arikareean,NA,4.6,Wang lists as Late Arikareean,
705,Cormocyon_copei,19091,23.1,18.5,Late Arikareean,NA,4.6,Wang lists as Late Arikareean,
706,Cormocyon_haydeni,NA,29.5,24.7,Geringian,NA,4.8,"Wang lists Cormocyon haydeni in the Sharps formation of South Dakota, which is not in PBDB for some reason",
707,Cormocyon_haydeni,17452,24.7,23.1,Medial Arikareean,NA,4,DELETE; Wang lists Medial Arikareean,
708,Cormocyon_haydeni,17472,24.7,23.1,Medial Arikareean,NA,4,DELETE; Wang lists Medial Arikareean,
709,Cormocyon_haydeni,17779,23.1,18.5,Harrisonian,NA,4.6,,
710,Cormocyon_haydeni,17794,23.1,18.5,Harrisonian,NA,4.6,,
711,Cormocyon_haydeni,17819,23.1,18.5,Harrisonian,NA,4.6,,
712,Cuon_alpinus,NA,0.62,0.52,MIS 15,MIS 13,0.1,,
713,Cuon_alpinus,191729,0.3,0.129,Late Middle Pleistocene,NA,0.171,Paper lists Late Middle Pleistocene,
714,Cuon_alpinus,56735,0.129,0.0117,Late Pleistocene,NA,0.1173,,
715,Cuon_alpinus,71345,0.129,0.0117,Late Pleistocene,NA,0.1173,,
716,Cuon_alpinus,191722,0.129,0.0117,Late Pleistocene,NA,0.1173,,
717,Cuon_alpinus,191723,0.129,0.0117,Late Pleistocene,NA,0.1173,,
718,Cuon_alpinus,191724,0.129,0.0117,Late Pleistocene,NA,0.1173,,
719,Cuon_alpinus,191725,0.129,0.0117,Late Pleistocene,NA,0.1173,,
720,Cuon_alpinus,194932,0.129,0.0117,Late Pleistocene,NA,0.1173,,
721,Cynarctoides_acridens,17462,24.7,18.5,Middle Arikareean,Late Arikareean,6.2,DELETE; Wang lists as Medial-Late Arikareean,
722,Cynarctoides_acridens,17744,23.1,18.5,Harrisonian,NA,4.6,,
723,Cynarctoides_acridens,17780,23.1,18.5,Harrisonian,NA,4.6,,
724,Cynarctoides_acridens,17809,23.1,18.5,Harrisonian,NA,4.6,,
725,Cynarctoides_acridens,17844,23.1,18.5,Harrisonian,NA,4.6,,
726,Cynarctoides_acridens,17846,23.1,18.5,Harrisonian,NA,4.6,,
727,Cynarctoides_acridens,28043,23.1,18.5,Harrisonian,NA,4.6,,
728,Cynarctoides_acridens,17865,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian,
729,Cynarctoides_acridens,17874,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian,
730,Cynarctoides_acridens,17881,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian,
731,Cynarctoides_acridens,17891,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian,
732,Cynarctoides_acridens,17895,18.5,16.3,Hemingfordian,NA,2.2,,
733,Cynarctoides_acridens,17896,18.5,16.3,Hemingfordian,NA,2.2,,
734,Cynarctoides_acridens,17898,18.5,16.3,Early Hemingfordian,NA,2.2,,
735,Cynarctoides_acridens,17906,18.5,16.3,Early Hemingfordian,NA,2.2,,
736,Cynarctoides_acridens,17917,18.5,16.3,Hemingfordian,NA,2.2,,
737,Cynarctoides_acridens,17920,18.5,16.3,Hemingfordian,NA,2.2,,
738,Cynarctoides_acridens,17923,18.5,16.3,Early Hemingfordian,NA,2.2,,
739,Cynarctoides_acridens,17927,18.5,16.3,Early Hemingfordian,NA,2.2,,
740,Cynarctoides_acridens,17929,18.5,16.3,Early Hemingfordian,NA,2.2,,
741,Cynarctoides_acridens,17932,18.5,16.3,Early Hemingfordian,NA,2.2,,
742,Cynarctoides_acridens,17934,18.5,16.3,Early Hemingfordian,NA,2.2,,
743,Cynarctoides_acridens,17940,18.5,16.3,Early Hemingfordian,NA,2.2,,
744,Cynarctoides_acridens,17961,18.5,16.3,Hemingfordian,NA,2.2,,
745,Cynarctoides_acridens,17963,18.5,16.3,Early Hemingfordian,NA,2.2,,
746,Cynarctoides_acridens,17965,18.5,16.3,Hemingfordian,NA,2.2,,
747,Cynarctoides_acridens,17978,18.5,16.3,Early Hemingfordian,NA,2.2,,
748,Cynarctoides_acridens,17987,18.5,16.3,Hemingfordian,NA,2.2,,
749,Cynarctoides_acridens,17993,18.5,16.3,Hemingfordian,NA,2.2,,
750,Cynarctoides_acridens,18001,18.5,16.3,Hemingfordian,NA,2.2,,
751,Cynarctoides_acridens,18021,18.5,16.3,Early Hemingfordian,NA,2.2,,
752,Cynarctoides_acridens,19073,18.5,16.3,Hemingfordian,NA,2.2,,
753,Cynarctoides_acridens,19074,18.5,16.3,Hemingfordian,NA,2.2,,
754,Cynarctoides_acridens,19075,18.5,16.3,Hemingfordian,NA,2.2,,
755,Cynarctoides_acridens,19076,18.5,16.3,Hemingfordian,NA,2.2,,
756,Cynarctoides_acridens,19077,18.5,16.3,Hemingfordian,NA,2.2,,
757,Cynarctoides_acridens,19188,18.5,16.3,Early Hemingfordian,NA,2.2,,
758,Cynarctoides_acridens,19312,18.5,16.3,Early Hemingfordian,NA,2.2,,
759,Cynarctoides_acridens,212624,18.5,16.3,Hemingfordian,NA,2.2,,
760,Cynarctoides_acridens,17880,16.3,14.8,Early Barstovian,NA,1.5,,
761,Cynarctoides_acridens,17955,16.3,14.8,Early Barstovian,NA,1.5,,
762,Cynarctoides_acridens,17971,16.3,14.8,Early Barstovian,NA,1.5,,
763,Cynarctoides_acridens,17976,16.3,14.8,Early Barstovian,NA,1.5,,
764,Cynarctoides_acridens,17985,16.3,14.8,Early Barstovian,NA,1.5,,
765,Cynarctoides_acridens,19449,16.3,14.8,Early Barstovian,NA,1.5,,
766,Cynarctoides_acridens,19530,16.3,14.8,Early Barstovian,NA,1.5,,
767,Cynarctoides_acridens,19547,16.3,14.8,Early Barstovian,NA,1.5,,
768,Cynarctoides_acridens,19616,16.3,14.8,Early Barstovian,NA,1.5,,
769,Cynarctoides_emryi,NA,23.1,18.5,Late Arikareean,,,"Wang 1999 mentions Late Arikareean occurrence (Sioux County, Nebraska)",
770,Cynarctoides_emryi,17934,18.5,17.5,Early Hemingfordian,NA,2.2,,
771,Cynarctoides_emryi,18021,18.5,17.5,Early Hemingfordian,NA,2.2,,
772,Cynarctoides_gawnae,19189,18.5,17.5,Early Hemingfordian,NA,1,,
773,Cynarctoides_gawnae,19388,18.5,17.5,Early Hemingfordian,NA,1,,
774,Cynarctoides_harlowi,17854,23.1,18.5,Harrisonian,NA,4.6,,
775,Cynarctoides_lemur,17508,29.5,24.7,Geringian,NA,4.8,,
776,Cynarctoides_lemur,17635,29.5,24.7,Geringian,NA,4.8,,
777,Cynarctoides_lemur,17641,29.5,24.7,Geringian,NA,4.8,,
778,Cynarctoides_lemur,93078,29.5,24.7,Geringian,NA,4.8,,
779,Cynarctoides_lemur,17764,27.82,23.03,Chattian,NA,4.26,,
780,Cynarctoides_lemur,NA,24.7,18.5,Middle Arikareean,Late Arikareean,1.6,Wang lists a Colorado occurrence not on PBDB,
781,Cynarctoides_luskensis,17777,23.1,18.5,Harrisonian,NA,4.6,,
782,Cynarctoides_luskensis,17780,23.1,18.5,Harrisonian,NA,4.6,,
783,Cynarctoides_luskensis,17793,23.1,18.5,Harrisonian,NA,4.6,,
784,Cynarctoides_luskensis,170308,23.1,18.5,Harrisonian,NA,4.6,,
785,Cynarctoides_roii,17522,29.5,24.7,Geringian,NA,4.8,,
786,Cynarctoides_roii,17621,29.5,24.7,Geringian,NA,4.8,,
787,Cynarctoides_roii,17626,29.5,24.7,Geringian,NA,4.8,,
788,Cynarctoides_roii,17630,29.5,24.7,Geringian,NA,4.8,,
789,Cynarctoides_roii,17633,29.5,24.7,Geringian,NA,4.8,,
790,Cynarctoides_roii,17634,29.5,24.7,Geringian,NA,4.8,,
791,Cynarctoides_roii,17636,29.5,24.7,Geringian,NA,4.8,,
792,Cynarctoides_roii,17644,29.5,24.7,Geringian,NA,4.8,,
793,Cynarctoides_roii,17661,29.5,24.7,Geringian,NA,4.8,,
794,Cynarctus_crucidens,126605,13.82,11.63,Serravallian,NA,2.19,,
795,Cynarctus_crucidens,18042,12.5,9.4,Clarendonian,NA,3.1,,
796,Cynarctus_crucidens,18095,12.5,9.4,Clarendonian,NA,3.1,,
797,Cynarctus_crucidens,18098,12.5,9.4,Clarendonian,NA,3.1,,
798,Cynarctus_crucidens,18171,12.5,9.4,Clarendonian,NA,3.1,,
799,Cynarctus_crucidens,18200,12.5,9.4,Clarendonian,NA,3.1,,
800,Cynarctus_crucidens,18218,12.5,9.4,Clarendonian,NA,3.1,,
801,Cynarctus_crucidens,18222,12.5,9.4,Clarendonian,NA,3.1,,
802,Cynarctus_crucidens,18244,12.5,9.4,Clarendonian,NA,3.1,,
803,Cynarctus_crucidens,18253,12.5,9.4,Clarendonian,NA,3.1,,
804,Cynarctus_crucidens,18283,12.5,9.4,Clarendonian,NA,3.1,,
805,Cynarctus_crucidens,18355,12.5,9.4,Clarendonian,NA,3.1,,
806,Cynarctus_crucidens,18467,12.5,9.4,Clarendonian,NA,3.1,,
807,Cynarctus_crucidens,18134,10,9.4,Late Clarendonian,NA,0.6,DELETE; Wang lists as late Clarendonian,
808,Cynarctus_galushai,19568,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early Barstovian,
809,Cynarctus_galushai,19548,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian,
810,Cynarctus_galushai,19598,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian,
811,Cynarctus_galushai,214888,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian,
812,Cynarctus_galushai,214889,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian,
813,Cynarctus_marylandica,18516,16.84,15.1,Langhian,NA,1.74,This paper dates formation to that range,
814,Cynarctus_marylandica,48884,16.84,15.1,Langhian,NA,1.74,,
815,Cynarctus_saxatilis,18123,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
816,Cynarctus_saxatilis,18164,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
817,Cynarctus_saxatilis,18275,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
818,Cynarctus_saxatilis,18284,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
819,Cynarctus_saxatilis,18357,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
820,Cynarctus_saxatilis,18412,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
821,Cynarctus_saxatilis,18442,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
822,Cynarctus_saxatilis,230947,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian,
823,Cynarctus_voorhiesi,18217,12.5,10,Clarendonian,NA,2.5,Tedford lists this collection as early Clarendonian,
824,Cynarctus_voorhiesi,18242,12.5,9.4,Clarendonian,NA,3.1,,
825,Cynarctus_voorhiesi,18260,12.5,9.4,Clarendonian,NA,3.1,,
826,Cynarctus_voorhiesi,18324,12.5,9.4,Clarendonian,NA,3.1,,
827,Cynarctus_voorhiesi,188779,12.5,9.4,Clarendonian,NA,3.1,,
828,Cynodesmus_martini,17598,29.5,24.7,Early Arikareean,NA,4.8,modified based on Wang 1994,
829,Cynodesmus_thooides,17315,31.8,29.5,Whitneyan,NA,2.3,,
830,Cynodesmus_thooides,17323,31.8,29.5,Whitneyan,NA,2.3,,
831,Cynodesmus_thooides,17339,31.8,29.5,Whitneyan,NA,2.3,,
832,Cynodesmus_thooides,17342,31.8,29.5,Whitneyan,NA,2.3,,
833,Cynodesmus_thooides,17343,31.8,29.5,Whitneyan,NA,2.3,,
834,Cynodesmus_thooides,17345,31.8,29.5,Whitneyan,NA,2.3,,
835,Cynodesmus_thooides,17429,31.8,29.5,Whitneyan,NA,2.3,,
836,Cynodesmus_thooides,17431,31.8,29.5,Whitneyan,NA,2.3,,
837,Cynodesmus_thooides,17486,29.5,24.7,Geringian,NA,4.8,,
838,Cynodesmus_thooides,17630,29.5,24.7,Geringian,NA,4.8,,
839,Desmocyon_matthewi,17865,18.5,17.5,Early Hemingfordian,NA,1,,
840,Desmocyon_matthewi,17891,18.5,17.5,Early Hemingfordian,NA,1,,
841,Desmocyon_matthewi,17906,18.5,17.5,Early Hemingfordian,NA,1,,
842,Desmocyon_matthewi,17927,18.5,17.5,Early Hemingfordian,NA,1,,
843,Desmocyon_matthewi,17928,18.5,17.5,Early Hemingfordian,NA,1,,
844,Desmocyon_matthewi,17932,18.5,17.5,Early Hemingfordian,NA,1,,
845,Desmocyon_matthewi,18005,18.5,17.5,Early Hemingfordian,NA,1,,
846,Desmocyon_matthewi,18562,18.5,17.5,Early Hemingfordian,NA,1,,
847,Desmocyon_thomsoni,17736,23.1,18.5,Harrisonian,NA,4.6,,
848,Desmocyon_thomsoni,17738,23.1,18.5,Harrisonian,NA,4.6,,
849,Desmocyon_thomsoni,17748,23.1,18.5,Harrisonian,NA,4.6,,
850,Desmocyon_thomsoni,17752,23.1,18.5,Harrisonian,NA,4.6,,
851,Desmocyon_thomsoni,17780,23.1,18.5,Harrisonian,NA,4.6,,
852,Desmocyon_thomsoni,17785,23.1,18.5,Harrisonian,NA,4.6,,
853,Desmocyon_thomsoni,17788,23.1,18.5,Harrisonian,NA,4.6,,
854,Desmocyon_thomsoni,17793,23.1,18.5,Harrisonian,NA,4.6,,
855,Desmocyon_thomsoni,17796,23.1,18.5,Harrisonian,NA,4.6,,
856,Desmocyon_thomsoni,17805,23.1,18.5,Harrisonian,NA,4.6,,
857,Desmocyon_thomsoni,17815,23.1,18.5,Harrisonian,NA,4.6,,
858,Desmocyon_thomsoni,17820,23.1,18.5,Harrisonian,NA,4.6,,
859,Desmocyon_thomsoni,17832,23.1,18.5,Harrisonian,NA,4.6,,
860,Desmocyon_thomsoni,17833,23.1,18.5,Harrisonian,NA,4.6,,
861,Desmocyon_thomsoni,17835,23.1,18.5,Harrisonian,NA,4.6,,
862,Desmocyon_thomsoni,17838,23.1,18.5,Harrisonian,NA,4.6,,
863,Desmocyon_thomsoni,17839,23.1,18.5,Harrisonian,NA,4.6,,
864,Desmocyon_thomsoni,17846,23.1,18.5,Harrisonian,NA,4.6,,
865,Desmocyon_thomsoni,17847,23.1,18.5,Harrisonian,NA,4.6,,
866,Desmocyon_thomsoni,17848,23.1,18.5,Harrisonian,NA,4.6,,
867,Desmocyon_thomsoni,17850,23.1,18.5,Harrisonian,NA,4.6,,
868,Desmocyon_thomsoni,19037,23.1,18.5,Harrisonian,NA,4.6,,
869,Desmocyon_thomsoni,170308,23.1,18.5,Harrisonian,NA,4.6,,
870,Desmocyon_thomsoni,17881,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian 18.5-17.5,
871,Desmocyon_thomsoni,17894,18.5,17.5,Early Hemingfordian,NA,1,,
872,Desmocyon_thomsoni,17899,18.5,17.5,Early Hemingfordian,NA,1,,
873,Desmocyon_thomsoni,17899,18.5,17.5,Early Hemingfordian,NA,1,,
874,Desmocyon_thomsoni,17989,18.5,17.5,Early Hemingfordian,NA,1,,
875,Desmocyon_thomsoni,17997,18.5,17.5,Early Hemingfordian,NA,1,,
876,Desmocyon_thomsoni,18008,18.5,17.5,Early Hemingfordian,NA,1,,
877,Desmocyon_thomsoni,19388,18.5,17.5,Early Hemingfordian,NA,1,,
878,Desmocyon_thomsoni,167841,18.5,17.5,Early Hemingfordian,NA,1,,
879,Dusicyon_australis,234757,0.003752,0.003396,NA,NA,0.000356,,
880,Dusicyon_australis,234757,0.000511,0.000264,NA,NA,0.000247,,
881,Dusicyon_australis,234757,0.0005,0.000236,NA,NA,0.000264,,
882,Ectopocynus_antiquus,17339,31.8,29.5,Whitneyan,NA,2.3,,
883,Ectopocynus_antiquus,17532,29.5,24.7,Early Arikareean,NA,4.8,DELETE; Wang 1999 mentions Early Arikareean,
884,Ectopocynus_intermedius,17532,29.5,24.7,Early Arikareean,NA,6.8,"DELETE; Bruno: again don't want to delete a whole species. Wang sets this as Lower Arikaree group, referred to as early Arikareean (24-30.8) elsewhere",
885,Ectopocynus_simplicidens,17865,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian ends at 17.5,
886,Ectopocynus_simplicidens,17891,18.5,17.5,Early Hemingfordian,NA,1,,
887,Ectopocynus_simplicidens,18021,18.5,17.5,Early Hemingfordian,NA,1,,
888,Enhydrocyon_basilatus,17478,24.7,23.1,Medial Arikareean,NA,4,DELETE; Wang 1994 seems to consider Oregon specimens from Medial Arikareean,
889,Enhydrocyon_basilatus,17801,23.1,18.5,Harrisonian,NA,4.6,,
